/time/unix_epoch_secs,/ucl/pelvis/x,/ucl/pelvis/y,/ucl/pelvis/z,/ucl/right_hip/x,/ucl/right_hip/y,/ucl/right_hip/z,/ucl/right_knee/x,/ucl/right_knee/y,/ucl/right_knee/z,/ucl/right_foot/x,/ucl/right_foot/y,/ucl/right_foot/z,/ucl/left_hip/x,/ucl/left_hip/y,/ucl/left_hip/z,/ucl/left_knee/x,/ucl/left_knee/y,/ucl/left_knee/z,/ucl/left_foot/x,/ucl/left_foot/y,/ucl/left_foot/z,/ucl/abdomen/x,/ucl/abdomen/y,/ucl/abdomen/z,/ucl/neck/x,/ucl/neck/y,/ucl/neck/z,/ucl/chin/x,/ucl/chin/y,/ucl/chin/z,/ucl/forehead/x,/ucl/forehead/y,/ucl/forehead/z,/ucl/left_shoulder/x,/ucl/left_shoulder/y,/ucl/left_shoulder/z,/ucl/left_elbow/x,/ucl/left_elbow/y,/ucl/left_elbow/z,/ucl/left_hand/x,/ucl/left_hand/y,/ucl/left_hand/z,/ucl/right_shoulder/x,/ucl/right_shoulder/y,/ucl/right_shoulder/z,/ucl/right_elbow/x,/ucl/right_elbow/y,/ucl/right_elbow/z,/ucl/right_hand/x,/ucl/right_hand/y,/ucl/right_hand/z,/vrpn_client_node/box1/pose/x,/vrpn_client_node/box1/pose/y,/vrpn_client_node/box1/pose/z,/vrpn_client_node/box2/pose/x,/vrpn_client_node/box2/pose/y,/vrpn_client_node/box2/pose/z,/vrpn_client_node/head_front/pose/x,/vrpn_client_node/head_front/pose/y,/vrpn_client_node/head_front/pose/z,/vrpn_client_node/head_left/pose/x,/vrpn_client_node/head_left/pose/y,/vrpn_client_node/head_left/pose/z,/vrpn_client_node/head_right/pose/x,/vrpn_client_node/head_right/pose/y,/vrpn_client_node/head_right/pose/z,/vrpn_client_node/wrist_right/pose/x,/vrpn_client_node/wrist_right/pose/y,/vrpn_client_node/wrist_right/pose/z,/vrpn_client_node/wrist_left/pose/x,/vrpn_client_node/wrist_left/pose/y,/vrpn_client_node/wrist_left/pose/z,/vrpn_client_node/bicep_right/pose/x,/vrpn_client_node/bicep_right/pose/y,/vrpn_client_node/bicep_right/pose/z,/vrpn_client_node/bicep_left/pose/x,/vrpn_client_node/bicep_left/pose/y,/vrpn_client_node/bicep_left/pose/z
1563202700.765414702,69.24624477906667,214.07216041398158,1.098334147599657,-52.814030115040495,263.5045482696765,41.25388252510332,-222.66406138440828,-82.30434845361708,-20.73921369678769,-158.45293193778002,-52.76937062702706,-443.76892323581296,189.98554466142022,164.6398305235517,42.46845593734872,213.54664334995903,-199.38455388072214,-23.582048520025015,207.17112587855084,-145.70597431461954,-447.067527331483,26.93450545001881,128.71405545351246,149.14272612664152,18.825583054386218,-35.65431099811158,265.5919732284182,-63.57513423403436,-135.70303765668464,274.78646004625955,-196.93987475523417,-139.27353846820714,423.33190382873374,204.28400893574104,-57.089371701235265,207.12269178602116,397.384804351942,1.451856842893753,-100.03120085757091,387.2917193905693,-163.15665559289033,-419.91992176965385,-238.62720744596038,51.5330510291354,252.07038857050833,-349.4159957823104,153.7849962179445,134.77619128843756,-399.57532821649806,29.288381850934563,-78.18411070244436,0.37439292669296265,-0.9884568452835083,0.3865393400192261,0.3852130174636841,-1.3417894840240479,0.3746504783630371,0.0,0.0,0.0,0.3920229971408844,-1.1237555742263794,0.9601250886917114,0.28347793221473694,-1.1774613857269287,0.9388543963432312,0.0,0.0,0.0,0.7595494389533997,-1.0818957090377808,0.30200880765914917,0.06390311568975449,-0.9209080338478088,0.4682762920856476,0.7182286381721497,-0.8296456933021545,0.47547808289527893
1563202700.805315300,46.267094294695674,209.12500555336516,9.222091782887716,-101.5958946900473,249.0111688011442,83.49378092608096,-221.18111522987837,-134.09390121997023,-21.718209555429784,-158.65353468229566,-128.56403140232612,-400.1701958055989,188.35452841689752,169.2388851506764,41.504626647968095,219.87407130558032,-226.37140536543077,-79.87113479388572,160.39204497594287,-193.7721135361196,-457.60659759725615,19.56385664139267,137.5314804881915,150.27212530274366,26.622589502024365,-8.81348579020391,266.09594359239776,-41.66187494673743,-111.26279667738544,281.3667374753631,-187.60023909175612,-108.82130947694758,428.04638844762025,255.2404758161428,-20.5918990992279,205.18401289006633,409.3581455915233,47.03764466420067,-109.05552701855734,401.6017244121748,-118.39184337346441,-431.3458305224181,-238.4884498574762,64.91813785576474,253.15658080062707,-354.6764314728688,147.74593304115245,132.8327868946602,-399.2479150066802,23.810475907494148,-83.43327375371469,0.3743356168270111,-0.9886065125465393,0.4001895785331726,0.3855487108230591,-1.342646837234497,0.3907831311225891,0.0,0.0,0.0,0.3929097056388855,-1.1250766515731812,0.9662445187568665,0.283267080783844,-1.1780816316604614,0.9458139538764954,0.0,0.0,0.0,0.7589764595031738,-1.0821651220321655,0.31406664848327637,0.06578180938959122,-0.9185545444488525,0.4732210636138916,0.7161422371864319,-0.8279100656509399,0.48239147663116455
1563202700.845276641,48.85898752161639,210.10446420805064,15.708717922139927,-91.7324710777921,249.6839042235352,88.91017105155507,-213.07543166024826,-127.20541645225076,-19.516406944831058,-199.46615471357242,-123.02145496209071,-397.74908278232544,197.54262944379948,170.52507594756608,47.14126556069454,231.5582760021786,-222.49081220574382,-74.7991095724951,173.9760960359659,-197.36881411761354,-453.48669953489645,20.791367815198193,136.16369141408524,152.68875582130113,-6.931329143158717,-12.138615274814041,229.44011134309434,-49.13853805906705,-114.64402211672244,277.60903469895504,-183.9486015366549,-113.58219312407586,430.3468640024866,222.2735674624758,-23.431046700603982,249.17004118397966,418.8308540583388,51.92031676847594,-104.00352419706684,414.1828240782995,-118.15196305309051,-428.0792313282917,-231.8302622125626,61.995706992202834,254.16311817836242,-342.49266783299004,148.39168365429083,87.71658064885376,-388.88732891317943,21.32803772687529,-84.15861072377547,0.37480461597442627,-0.987339198589325,0.4129400849342346,0.3857617974281311,-1.3407260179519653,0.4124079644680023,0.0,0.0,0.0,0.3938685953617096,-1.1230376958847046,0.9742341637611389,0.2844071090221405,-1.1756072044372559,0.9541478753089905,0.0,0.0,0.0,0.758895754814148,-1.0826890468597412,0.32841816544532776,0.066197469830513,-0.9145207405090332,0.48305565118789673,0.716221034526825,-0.8250568509101868,0.49309563636779785
1563202700.885473688,72.39911377148648,225.9715311653376,27.52873657532135,-51.95405000850485,277.99831329143086,86.23912728888139,-221.16339508360178,-95.35269274876849,23.953852109305522,-197.99740660954356,-85.28155866731127,-332.53395346010467,232.86037704607867,173.9447948567927,86.45811400914619,215.34508994489087,-221.10126026387076,-174.17946814462053,214.16935791591536,-163.17957316957134,-446.806373880441,37.75123325342592,133.57495869026332,162.09268727315936,19.893735295579663,-25.89007695252764,261.9893408842287,-55.99402900319076,-131.31466658505798,283.60098144936126,-150.5094951019175,-130.6841830977286,458.7527518134213,207.82678103388952,-48.97594092017844,244.53435293300734,400.1212747401673,-8.825263206881502,-61.795091724861365,386.99482198105983,-176.52180549725142,-364.5345597578721,-236.3093470352992,61.918637887528824,244.23072092782837,-379.61452428994494,178.24155115977416,-12.317579438296008,-439.66321985311964,28.746597328544826,-199.5686474019049,0.37422147393226624,-0.9851649403572083,0.4235585629940033,0.3851912319660187,-1.3383225202560425,0.43319693207740784,0.0,0.0,0.0,0.07158880680799484,-0.9262630343437195,0.503557562828064,0.2852836847305298,-1.1734389066696167,0.9633108377456665,0.05114749073982239,-1.0814839601516724,0.2860144376754761,0.7584740519523621,-1.0838847160339355,0.34323573112487793,0.06486420333385468,-0.9127157926559448,0.49378541111946106,0.7164740562438965,-0.8233293890953064,0.5041590332984924
1563202700.925573853,75.65906725046607,229.80605486017942,60.90040505545788,-42.625482704427434,279.62969918021776,126.91606200820446,-209.09592107599923,-62.54277797054353,12.964137908662648,-187.6397741689699,-36.516241944970176,-340.78779603672587,235.3214612419508,179.98245756579206,128.88381984653535,219.94759929356832,-189.01124157727278,-133.77440190847759,221.8179188517637,-129.57911200835645,-449.0658623498327,33.20810591010685,119.88928890637219,175.0622814865962,-16.890019198805707,-51.00308357013957,209.15459602268092,-67.51604627015726,-151.50058908160744,257.68628399472385,-149.6594098458173,-159.30736160840198,434.9222746336895,167.55082342785093,-69.97729436194818,268.7034247369087,397.79599071473893,-14.000448792406651,-69.19373439531546,388.3936010366963,-177.54156221089053,-373.3600561848291,-230.09015674772752,37.74487976718958,228.8799301049309,-367.0965359035349,165.6329019928376,-25.94703590886142,-427.7300949398821,23.155244441696283,-211.88319006061218,0.37362441420555115,-0.9834136962890625,0.4408564865589142,0.38424354791641235,-1.3364927768707275,0.4616607427597046,0.0,0.0,0.0,0.07080277055501938,-0.9250696301460266,0.5215781927108765,0.28346920013427734,-1.1699779033660889,0.9792453646659851,0.05114749073982239,-1.0814839601516724,0.2860144376754761,0.7581093311309814,-1.0844427347183228,0.36486536264419556,0.39129525423049927,-1.1128296852111816,1.0038100481033325,0.7163163423538208,-0.8224236369132996,0.5217463970184326
1563202700.964897935,63.3393852564931,224.15986007670438,42.06274356901625,-51.51317454054759,274.5820274931307,107.59830173526039,-214.72692048295198,-85.36866944879745,-5.267833106391902,-192.13726123690574,-47.368483607910136,-308.67547688538167,191.1553266705815,173.73772673474147,105.32074483373064,213.69405654051252,-211.39658193585586,-205.00330198609507,213.91352047908657,-127.53208784566958,-468.3730407837857,30.80253172542657,121.45961652872204,170.40970938960666,-16.001701076489667,-42.273361793377006,237.97397514042808,-54.342071011040325,-147.62636007440122,281.15615092419716,-145.24911616657408,-150.72279090724288,467.5511327415782,205.9429577023388,-58.61979452418919,256.6311502198171,436.34154070350655,-2.586253994258436,-82.534255337407,388.1228157187923,-174.24697338873685,-337.4594665137895,-230.6752541963493,44.91730816810472,258.92702869562083,-370.9114825861592,176.80175575548063,5.070979173197868,-427.95530754673695,27.136672567760318,-225.3397825867031,0.3718824088573456,-0.9833713173866272,0.4646655023097992,0.38312119245529175,-1.3355798721313477,0.4914247989654541,0.0,0.0,0.0,0.0688105970621109,-0.9237896203994751,0.5437556505203247,0.2808128297328949,-1.1655641794204712,0.9998622536659241,0.05114749073982239,-1.0814839601516724,0.2860144376754761,0.7571578025817871,-1.0854650735855103,0.39334985613822937,0.387983500957489,-1.1074957847595215,1.027038812637329,0.7166274189949036,-0.821597158908844,0.5451618432998657
1563202701.5167128,54.38463402833585,215.57133351049058,46.28739678578836,-85.68643650525931,252.49435874755355,128.34949322724296,-205.7537754362207,-117.42333081528002,-84.46984886042357,-185.01106715519137,-52.84100259787529,-336.0278948836108,198.67503765894605,178.64832900161284,91.90514879489558,233.88147520836517,-204.74436883132356,-176.99590305544797,229.10072021658922,-122.18092835238811,-345.06836649834776,19.974897703576616,115.49017400780869,170.6767326608857,-12.621506445104819,-41.345834371721914,259.69362191412444,-64.35753139800272,-147.7854965964894,281.62193375041517,-183.0996328730625,-150.96226793561553,456.4349647805953,175.5380128327211,-48.35524434462489,282.74825283397564,450.9500071410619,28.94705717794958,-59.064244327762914,410.9659043290505,-141.53074415430183,-370.1597043291451,-230.98129081991044,37.19326857965408,240.9879153034335,-369.2452748627588,175.05002390151654,-22.589294462033365,-426.7121732936594,22.837730283208383,-261.268086789287,0.37086984515190125,-0.983130156993866,0.495980441570282,0.3820197284221649,-1.3351280689239502,0.5243538618087769,0.0,0.0,0.0,0.067470982670784,-0.9201446175575256,0.5710217356681824,0.2784557044506073,-1.162561297416687,1.0241769552230835,0.05114749073982239,-1.0814839601516724,0.2860144376754761,0.7563024759292603,-1.0847784280776978,0.4254416227340698,0.3858273923397064,-1.106143593788147,1.0458886623382568,0.7137799859046936,-0.8220123648643494,0.5716859102249146
1563202701.45070872,63.37242696905309,217.88606383471293,43.3720377332423,-80.83043173643478,274.2062804474213,115.76239912894447,-223.17327852953466,-70.26992492538385,-159.11873787458674,-407.0498517086386,-18.70222467335054,-383.172219020434,196.02640812206783,161.56590129686475,65.61240561256949,225.88906842641316,-218.50075158787922,-167.2074217387006,219.6381283926544,-139.58650156188202,-428.6000315932482,35.47705782044521,114.93210567855583,174.9360702918974,-6.3243778781166275,-48.22660544889714,322.049563740662,-49.7191406134789,-152.8676307013403,286.89187810508975,-179.99450567134144,-160.0416346972543,403.75575670997216,217.1177837914951,-68.04970152164377,263.1343727229362,456.4409699534869,16.500433874185845,-83.98799392620228,408.55158683191064,-151.1780357557004,-398.8827680379545,-183.8345293654194,40.6109098073834,310.2198520241593,-319.1468982994117,157.80142659640498,63.29132181882931,-323.3100723516144,36.33838738299482,-120.97414118663625,0.3692797124385834,-0.981920599937439,0.531370222568512,0.3807357847690582,-1.3341286182403564,0.5602498054504395,0.0,0.0,0.0,0.06544941663742065,-0.9165863394737244,0.6030796766281128,0.27382829785346985,-1.1606601476669312,1.0531237125396729,0.05114749073982239,-1.0814839601516724,0.2860144376754761,0.7563167810440063,-1.083025574684143,0.4606378972530365,0.36987510323524475,-1.101827621459961,1.0632134675979614,0.71417635679245,-0.8156585693359375,0.6076620817184448
1563202701.85238623,87.76902203640964,219.80949574015375,50.84045382736487,-27.600860213830632,288.17251849685357,106.61730432485173,-223.1404490109947,-21.16673086580829,-133.70933762655477,-355.60134086360983,59.08592355067033,-340.501254005116,208.76819026186556,151.44652939443688,96.13460516760982,233.42083395305292,-193.89839841983922,-231.1742891394065,234.17198292922805,-71.70523916332724,-294.946044159195,40.1644359814989,94.27177837613064,174.68468225584277,-11.162339602661604,-82.55198697915844,269.44062228311714,-78.36952669898713,-184.76616209512255,269.16273607892845,-194.16833251158366,-199.1976850343906,430.15636896330017,177.41233690678612,-110.24785486754952,290.43588788864344,468.6388711623902,-19.45806710841352,-104.64134132879946,422.3760837437254,-197.98908433105973,-434.26973899409404,-227.3864456185368,23.503725194841987,257.80398455886177,-322.9010239763676,178.617034439335,43.28318745359372,-382.82750718262986,56.97547656551548,-148.62519937195387,0.36801546812057495,-0.9795660972595215,0.5621833205223083,0.38017767667770386,-1.331817626953125,0.5907926559448242,0.0,0.0,0.0,0.06385784596204758,-0.9143256545066833,0.6310037970542908,0.26974061131477356,-1.1592015027999878,1.0791720151901245,0.05114749073982239,-1.0814839601516724,0.2860144376754761,0.7542352080345154,-1.0800966024398804,0.4925857484340668,0.36428606510162354,-1.1013556718826294,1.1016535758972168,0.7120217084884644,-0.8123759031295776,0.638783872127533
1563202701.125416642,69.84637941808361,214.9640147709102,41.36578152441109,-90.1368549813558,264.6870068357777,96.2340229176845,-182.5609422139978,-77.97568526739892,-216.8841220695866,-158.3511970405546,62.76357792004109,-381.95087838267267,212.83571144519547,165.24105457884986,96.74210340925622,193.89022790952257,-190.20804920814922,-203.60842196565466,186.96568332264656,-48.2248904121447,-271.5861061281414,17.058565489590013,89.52859052175224,166.57525799803187,-24.000040125328294,-79.5968579044757,271.10956663034017,-90.43108753024178,-181.94385600759904,264.75934302246435,-265.51637507787666,-191.95489759773992,358.8062335817271,225.10153126318474,-88.4764658804151,300.1035188292997,507.96471498167733,2.810474572055573,-60.85474664269227,510.5620198896492,-170.67093128197467,-356.5098386829119,-261.702026208755,19.352268965111453,254.92643232780864,-420.6974484361738,168.82646736410305,36.00947268642838,-434.3550047262514,41.31640923136252,-107.90993554809428,0.36653345823287964,-0.975468635559082,0.6027591824531555,0.37874460220336914,-1.3278549909591675,0.6302151083946228,0.0,0.0,0.0,0.061660826206207275,-0.9092288017272949,0.6683598756790161,0.2634069323539734,-1.1574420928955078,1.1155329942703247,0.04576461389660835,-1.0805072784423828,0.4660700559616089,0.7534345984458923,-1.0748440027236938,0.5331842303276062,0.35872429609298706,-1.10013747215271,1.1385661363601685,0.7088664770126343,-0.8090755939483643,0.6786249279975891
1563202701.165096543,-41.37835189556726,148.41519136565745,-49.48495685441868,-197.9758789791189,115.06852801954015,-5.527532753675656,-187.15513146899514,-227.07150290420333,-179.34373984100935,-179.71813344028203,-195.19615156561207,-587.6884773021663,72.57921834798105,181.76185157925002,-7.46665301407066,219.1789346997366,-159.03133905307544,-180.00954884610073,204.55090671811212,-154.96302036953165,-590.3662737950509,-27.119182010095898,130.4573291439173,161.50255787708662,-6.790224957015873,24.621764207919533,337.4728202278608,40.16832322816571,-77.96088476751034,405.0363660986411,114.26098769360746,-59.70996334699281,578.9442840290485,199.76014330162218,85.2426908973045,349.4735981577677,371.52621958708875,179.4353109305005,64.11862648950051,392.1490881223185,53.28267025829937,-211.86948191762133,-219.3970076885318,13.245777685333886,318.4582912174866,-369.6029907819138,37.16909447641469,73.04430826156667,-413.3661311444121,-97.42110425355601,-162.00648252976947,0.36468178033828735,-0.9702068567276001,0.6451500654220581,0.37739241123199463,-1.322669506072998,0.6695239543914795,0.0,0.0,0.0,0.05948418751358986,-0.9047207832336426,0.7081233859062195,0.2579704523086548,-1.1535974740982056,1.1560649871826172,0.045047469437122345,-1.0744633674621582,0.49893102049827576,0.7523109912872314,-1.069927453994751,0.5750885009765625,0.3554511070251465,-1.0984854698181152,1.1780234575271606,0.7067738771438599,-0.8043966293334961,0.7223967909812927
1563202701.205335746,-42.83039879151829,133.86563213411296,-31.855098337939424,-201.3183928556234,113.00107912364686,28.024836211548546,-190.77736073943257,-178.70341108636305,-203.42365721462252,-138.35309773321615,-142.576638879249,-626.6979840463179,71.7435115221515,154.73016872335248,26.976132814563357,174.4994960965591,-139.79869184554124,-207.45022257942566,208.7847431807912,-143.00745209583872,-674.0428791421434,-32.72667969201968,117.23066911136125,171.22719149567587,-48.38259431423287,20.814032303336067,333.90522371929467,17.4898150433941,-77.38553588077794,406.931822412638,70.85069242679691,-57.65411250503421,579.1475080318603,161.74149594626414,72.24764905831886,347.7476203464566,376.8615106376479,173.15097693188832,58.23554704695401,450.59840192335025,44.50020082361066,-232.2304726778309,-226.14444238141968,14.853099220613343,314.85870947175243,-334.92595198610803,8.824179122902146,109.78167077913658,-375.17801170262805,-119.53133475522908,-69.06886239669996,0.3627329468727112,-0.964856743812561,0.688995361328125,0.3763253092765808,-1.3173452615737915,0.7109998464584351,0.32720884680747986,-1.2241473197937012,1.1234275102615356,0.05645715817809105,-0.8987587094306946,0.7470992207527161,0.2538243234157562,-1.1490525007247925,1.2005263566970825,0.04406105726957321,-1.068015456199646,0.5376707315444946,0.7504360675811768,-1.0642809867858887,0.61954665184021,0.35207247734069824,-1.0936871767044067,1.2204965353012085,0.7041588425636292,-0.7995725274085999,0.7648441195487976
1563202701.245231179,-34.3303023202784,5.405156838272544,-98.19023534612633,28.964135595585933,-134.2123805050431,-31.550309278394185,325.7855781864837,-61.65247026952515,-332.54249093252594,416.6744369857571,-47.80514586963871,-858.676550306021,-96.56868168858661,145.0225885562194,-79.36063544027664,-64.78048800346511,140.40297825723707,-398.36022037942195,-31.356916954102093,96.53179316776367,-914.0981725353067,-113.58917166924373,-11.478174824590155,139.55811657686203,-121.54365973767807,-18.232781061643824,356.0093493916323,-61.29552021679024,-7.710099418928679,490.55437604648574,-212.6577667807612,-22.761281075621522,662.3225380512596,-82.18483842526143,133.02193289018746,380.66088827504785,3.854059201612148,305.58566288201655,274.9784948007916,-78.01218131062457,244.7889443769086,93.04231874618448,-156.36065996446192,-165.1661964906131,333.1310093357611,24.70155373661818,-293.23928083359806,219.80855177109825,43.4854292982244,-261.04143005173603,86.0382648620121,0.3606935143470764,-0.9592460989952087,0.7332057356834412,0.37366384267807007,-1.3117495775222778,0.7527652382850647,0.32540321350097656,-1.2226288318634033,1.1417677402496338,0.053984496742486954,-0.8929709196090698,0.7874735593795776,0.25154417753219604,-1.1422945261001587,1.246783971786499,0.04155813157558441,-1.0601975917816162,0.597200334072113,0.748735249042511,-1.0583189725875854,0.6632471680641174,0.3497854173183441,-1.086186408996582,1.2667008638381958,0.7023932933807373,-0.7937325239181519,0.8104627132415771
1563202701.285316042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3601687252521515,-0.9557474851608276,0.7595073580741882,0.37182411551475525,-1.3072890043258667,0.7858765721321106,0.32110053300857544,-1.2139695882797241,1.2001657485961914,0.05168696492910385,-0.8871382474899292,0.8202771544456482,0.25018855929374695,-1.1354899406433105,1.2840266227722168,0.040571827441453934,-1.0541995763778687,0.6304156184196472,0.7476654052734375,-1.0532983541488647,0.6977842450141907,0.347292423248291,-1.0821455717086792,1.292337417602539,0.6988573670387268,-0.7882168889045715,0.8437895178794861
1563202701.325595451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35751181840896606,-0.9489898681640625,0.8118042945861816,0.3695221543312073,-1.301857829093933,0.8275929093360901,0.32110053300857544,-1.2139695882797241,1.2001657485961914,0.048493627458810806,-0.8814600706100464,0.860424280166626,0.24746501445770264,-1.1268638372421265,1.3230193853378296,0.0374978668987751,-1.0498456954956055,0.6712018251419067,0.7456128001213074,-1.046868920326233,0.7414292693138123,0.34488150477409363,-1.0689008235931396,1.3483327627182007,0.6955261826515198,-0.7822375297546387,0.8857756853103638
1563202701.365248714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35501033067703247,-0.9437240958213806,0.8541931509971619,0.36829644441604614,-1.2964885234832764,0.8682839870452881,0.32110053300857544,-1.2139695882797241,1.2001657485961914,0.045439958572387695,-0.8763113617897034,0.8997724652290344,0.24511100351810455,-1.1125661134719849,1.3809551000595093,0.03597402572631836,-1.0436002016067505,0.7135988473892212,0.7437046766281128,-1.0404239892959595,0.7832397222518921,0.3427286744117737,-1.0571717023849487,1.3934555053710938,0.6917791366577148,-0.7754845023155212,0.9256020188331604
1563202701.405153682,-1.7139590171943027,-71.04040431932694,-106.37995003572242,156.1759655788646,-85.45398401016227,-82.50526743688378,205.80372646088392,208.39878139704066,-346.42316931920567,194.4563307925924,171.26077852559,-737.2169149505615,-138.7616200671114,-56.62679592377003,-85.34416154494009,-125.0654663261707,232.22687217009772,-347.93650323081414,-108.63742671211371,159.8777296888815,-698.7424378166178,-21.11636560709308,-118.72276154660715,156.89200617054462,-55.9802480934863,-78.97303127376624,460.4877321285914,-42.78433916215128,25.0488296625598,524.5324878185834,-128.08410432874783,-24.978908240839758,703.4048211948134,-220.26339534836828,-78.69830412938374,396.6667622633341,-340.0664643764275,-70.87724303109759,81.18847654237783,-333.7584523358199,75.96819952248151,-76.10574324386667,144.00314310179866,-109.3459805487641,439.59520290232547,347.727102724823,-160.45840177844815,138.51436119557428,402.45090895266713,-13.493656078349003,-71.09082297961554,0.35299795866012573,-0.9394906759262085,0.89557945728302,0.36821022629737854,-1.2922375202178955,0.907328724861145,0.32110053300857544,-1.2139695882797241,1.2001657485961914,0.04292836785316467,-0.8712623119354248,0.937925398349762,0.24167127907276154,-1.0959450006484985,1.4304214715957642,0.033252276480197906,-1.0406856536865234,0.7541408538818359,0.740986704826355,-1.033705234527588,0.8235777020454407,0.34065449237823486,-1.0401463508605957,1.4399737119674683,0.6893242597579956,-0.7691604495048523,0.9664723873138428
1563202701.445247159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3505890965461731,-0.9361902475357056,0.9357967376708984,0.3674360513687134,-1.288448452949524,0.9469637870788574,0.32110053300857544,-1.2139695882797241,1.2001657485961914,0.039992593228816986,-0.8658263087272644,0.9741432070732117,0.23824480175971985,-1.0754214525222778,1.4779224395751953,0.03203197196125984,-1.0359139442443848,0.7937037348747253,0.7403439879417419,-1.027970552444458,0.8619232177734375,0.33814799785614014,-1.0200468301773071,1.4836393594741821,0.6881715059280396,-0.7640084028244019,0.9961751699447632
1563202701.485477321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3492219150066376,-0.9327916502952576,0.974501371383667,0.36664074659347534,-1.2855923175811768,0.9843262434005737,0.32110053300857544,-1.2139695882797241,1.2001657485961914,0.038474276661872864,-0.860182523727417,1.007805585861206,0.2369055449962616,-1.0535023212432861,1.5226030349731445,0.03010249137878418,-1.032081127166748,0.8326442241668701,0.7384787201881409,-1.0232148170471191,0.8983772993087769,0.33674678206443787,-0.9989137649536133,1.5255286693572998,0.6855759620666504,-0.7572907209396362,1.0370804071426392
